case_id,run_id_hidden,scenario,proposed_component,proposed_category,operator_label_aligned,claude_decision,claude_reasoning,agrees_with_operator
K0139,F9-r6-C4-llm-grounded,F9,application,,0,0,"F9: proposed 'application' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0140,F4-r9-C4-llm-grounded,F4,application,,1,0,"F4: proposed 'application' is outside the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend']. Operator-aligned label = 1.",no
K0141,F4-r7-C2-llm-freeform,F4,unknown,,0,0,"F4: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend']. Operator-aligned label = 0.",yes
K0142,F6-r8-C2-llm-freeform,F6,unknown,,0,0,"F6: proposed 'unknown' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 0.",yes
K0143,F5-r10-C1-llm-freeform,F5,unknown,,0,0,"F5: proposed 'unknown' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0144,F7-r4-C1-rule-grounded,F7,unknown,,0,0,"F7: proposed 'unknown' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0145,F6-r2-C2-llm-freeform,F6,unknown,,0,0,"F6: proposed 'unknown' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 0.",yes
K0146,F7-r3-C2-rule-grounded,F7,unknown,,0,0,"F7: proposed 'unknown' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0147,F3-r4-C4-rule-grounded,F3,app-deployment,,1,1,"F3: proposed 'app-deployment' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image'].",yes
K0148,F9-r6-C3-rule-grounded,F9,backend,,0,0,"F9: proposed 'backend' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0149,F6-r10-C4-rule-grounded,F6,backend,,1,0,"F6: proposed 'backend' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 1.",no
K0150,F9-r7-C4-rule-grounded,F9,backend,,0,0,"F9: proposed 'backend' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0151,F9-r8-C2-llm-grounded,F9,unknown,,0,0,"F9: proposed 'unknown' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0152,F2-r9-C5-llm-freeform,F2,backend,,1,1,"F2: proposed 'backend' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0153,F2-r4-C1-llm-grounded,F2,backend,,1,1,"F2: proposed 'backend' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0154,F7-r9-C2-llm-freeform,F7,unknown,,0,0,"F7: proposed 'unknown' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0155,F9-r4-C5-rule-grounded,F9,backend,,0,0,"F9: proposed 'backend' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0156,F3-r7-C2-llm-freeform,F3,container registry,,0,0,"F3: proposed 'container-registry' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image']. Operator-aligned label = 0.",yes
K0157,F6-r1-C5-llm-grounded,F6,application,,1,1,"F6: proposed 'application' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres'].",yes
K0158,F4-r9-C5-llm-grounded,F4,API,,1,1,"F4: proposed 'api' is in the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend'].",yes
K0159,F10-r2-C5-rule-grounded,F10,backend,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('backend') is a hallucination by construction.,yes
K0160,F2-r4-C4-llm-grounded,F2,backend,,1,1,"F2: proposed 'backend' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0161,F3-r10-C5-rule-grounded,F3,app-deployment,,1,1,"F3: proposed 'app-deployment' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image'].",yes
K0162,F4-r10-C5-llm-freeform,F4,application,,1,0,"F4: proposed 'application' is outside the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend']. Operator-aligned label = 1.",no
K0163,F7-r4-C3-rule-grounded,F7,backend,,1,0,"F7: proposed 'backend' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 1.",no
K0164,F7-r5-C2-rule-grounded,F7,unknown,,0,0,"F7: proposed 'unknown' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0165,F5-r8-C4-llm-freeform,F5,backend,,0,0,"F5: proposed 'backend' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0166,F10-r7-C5-llm-freeform,F10,e2e tests,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('e2e-tests') is a hallucination by construction.,yes
K0167,F5-r5-C2-llm-grounded,F5,unknown,,0,0,"F5: proposed 'unknown' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0168,F2-r7-C3-rule-grounded,F2,migration-job,,0,0,"F2: proposed 'migration-job' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend']. Operator-aligned label = 0.",yes
K0169,F2-r6-C1-llm-grounded,F2,backend,,1,1,"F2: proposed 'backend' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0170,F9-r6-C2-llm-grounded,F9,unknown,,0,0,"F9: proposed 'unknown' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0171,F8-r5-C4-llm-grounded,F8,application,,1,0,"F8: proposed 'application' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 1.",no
K0172,F1-r3-C2-rule-grounded,F1,migration-job,,1,1,"F1: proposed 'migration-job' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0173,F8-r4-C3-llm-freeform,F8,API server,,0,0,"F8: proposed 'api-server' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 0.",yes
K0174,F8-r5-C1-rule-grounded,F8,unknown,,0,0,"F8: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 0.",yes
K0175,F10-r4-C4-llm-freeform,F10,e2e tests,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('e2e-tests') is a hallucination by construction.,yes
K0176,F5-r2-C5-llm-freeform,F5,e2e testing framework,,0,0,"F5: proposed 'e2e-testing-framework' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0177,F3-r1-C4-llm-grounded,F3,image registry,,0,0,"F3: proposed 'image-registry' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image']. Operator-aligned label = 0.",yes
K0178,F1-r8-C1-llm-grounded,F1,database,,1,0,"F1: proposed 'database' is outside the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate']. Operator-aligned label = 1.",no
K0179,F9-r3-C2-llm-grounded,F9,unknown,,0,0,"F9: proposed 'unknown' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0180,F6-r10-C3-llm-freeform,F6,application,,1,1,"F6: proposed 'application' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres'].",yes
K0181,F5-r8-C1-llm-grounded,F5,unknown,,0,0,"F5: proposed 'unknown' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0182,F9-r7-C3-llm-grounded,F9,application,,0,0,"F9: proposed 'application' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0183,F4-r1-C4-llm-grounded,F4,application,,1,0,"F4: proposed 'application' is outside the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend']. Operator-aligned label = 1.",no
K0184,F3-r5-C1-llm-grounded,F3,database,,0,0,"F3: proposed 'database' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image']. Operator-aligned label = 0.",yes
K0185,F5-r2-C5-rule-grounded,F5,backend,,0,0,"F5: proposed 'backend' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0186,F1-r6-C1-llm-freeform,F1,database,,1,0,"F1: proposed 'database' is outside the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate']. Operator-aligned label = 1.",no
K0187,F8-r10-C1-llm-grounded,F8,unknown,,0,0,"F8: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 0.",yes
K0188,F2-r4-C2-rule-grounded,F2,migration-job,,0,0,"F2: proposed 'migration-job' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend']. Operator-aligned label = 0.",yes
K0189,F8-r10-C5-llm-grounded,F8,API,,1,1,"F8: proposed 'api' is in the ground-truth alias set ['api', 'backend', 'svc-backend'].",yes
K0190,F6-r9-C3-rule-grounded,F6,backend,,1,0,"F6: proposed 'backend' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 1.",no
K0191,F6-r2-C1-llm-grounded,F6,unknown,,0,0,"F6: proposed 'unknown' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 0.",yes
K0192,F1-r2-C4-llm-grounded,F1,database migration,,1,1,"F1: proposed 'database-migration' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0193,F2-r6-C4-rule-grounded,F2,migration-job,,0,0,"F2: proposed 'migration-job' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend']. Operator-aligned label = 0.",yes
K0194,F2-r2-C2-llm-freeform,F2,svc-backend,,1,1,"F2: proposed 'svc-backend' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0195,F8-r4-C2-llm-grounded,F8,unknown,,0,0,"F8: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 0.",yes
K0196,F7-r9-C5-llm-freeform,F7,application,,0,0,"F7: proposed 'application' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0197,F8-r3-C1-llm-grounded,F8,unknown,,0,0,"F8: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 0.",yes
K0198,F9-r2-C4-llm-grounded,F9,application,,0,0,"F9: proposed 'application' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0199,F3-r6-C3-llm-freeform,F3,Docker image registry,,0,0,"F3: proposed 'docker-image-registry' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image']. Operator-aligned label = 0.",yes
K0200,F2-r9-C2-llm-freeform,F2,backend service,,0,0,"F2: proposed 'backend-service' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend']. Operator-aligned label = 0.",yes
K0201,F7-r6-C5-rule-grounded,F7,backend,,1,0,"F7: proposed 'backend' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 1.",no
K0202,F9-r10-C1-llm-grounded,F9,unknown,,0,0,"F9: proposed 'unknown' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0203,F10-r3-C2-llm-freeform,F10,unknown,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('unknown') is a hallucination by construction.,yes
K0204,F1-r7-C4-llm-grounded,F1,database migration,,1,1,"F1: proposed 'database-migration' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0205,F1-r5-C4-rule-grounded,F1,migration-job,,1,1,"F1: proposed 'migration-job' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0206,F4-r9-C4-llm-freeform,F4,contract test API,,0,0,"F4: proposed 'contract-test-api' is outside the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend']. Operator-aligned label = 0.",yes
K0207,F5-r1-C5-llm-freeform,F5,backend,,0,0,"F5: proposed 'backend' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0208,F2-r3-C3-llm-freeform,F2,backend service,,0,0,"F2: proposed 'backend-service' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend']. Operator-aligned label = 0.",yes
K0209,F10-r10-C3-rule-grounded,F10,backend,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('backend') is a hallucination by construction.,yes
K0210,F2-r6-C1-llm-freeform,F2,backend,,1,1,"F2: proposed 'backend' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0211,F5-r1-C5-rule-grounded,F5,backend,,0,0,"F5: proposed 'backend' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0212,F7-r9-C4-rule-grounded,F7,backend,,1,0,"F7: proposed 'backend' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 1.",no
K0213,F9-r7-C3-rule-grounded,F9,backend,,0,0,"F9: proposed 'backend' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0214,F2-r1-C2-llm-freeform,F2,svc-backend,,1,1,"F2: proposed 'svc-backend' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0215,F6-r4-C2-llm-freeform,F6,unknown,,0,0,"F6: proposed 'unknown' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 0.",yes
K0216,F3-r2-C4-llm-grounded,F3,Image Registry,,0,0,"F3: proposed 'image-registry' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image']. Operator-aligned label = 0.",yes
K0217,F7-r10-C5-llm-freeform,F7,API server,,0,0,"F7: proposed 'api-server' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0218,F5-r1-C4-rule-grounded,F5,backend,,0,0,"F5: proposed 'backend' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0219,F7-r4-C4-rule-grounded,F7,backend,,1,0,"F7: proposed 'backend' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 1.",no
K0220,F6-r8-C2-llm-grounded,F6,unknown,,0,0,"F6: proposed 'unknown' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 0.",yes
K0221,F7-r3-C1-rule-grounded,F7,unknown,,0,0,"F7: proposed 'unknown' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0222,F6-r4-C3-llm-freeform,F6,API,,0,0,"F6: proposed 'api' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 0.",yes
K0223,F7-r9-C4-llm-freeform,F7,application,,0,0,"F7: proposed 'application' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0224,F9-r1-C3-rule-grounded,F9,backend,,0,0,"F9: proposed 'backend' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0225,F3-r8-C4-llm-freeform,F3,image registry,,0,0,"F3: proposed 'image-registry' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image']. Operator-aligned label = 0.",yes
K0226,F6-r10-C2-llm-freeform,F6,unknown,,0,0,"F6: proposed 'unknown' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 0.",yes
K0227,F5-r5-C3-llm-grounded,F5,application,,0,0,"F5: proposed 'application' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0228,F10-r5-C3-llm-freeform,F10,API server,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('api-server') is a hallucination by construction.,yes
K0229,F5-r10-C3-rule-grounded,F5,backend,,0,0,"F5: proposed 'backend' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0230,F8-r8-C5-llm-grounded,F8,application,,1,0,"F8: proposed 'application' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 1.",no
K0231,F8-r2-C2-rule-grounded,F8,unknown,,0,0,"F8: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 0.",yes
K0232,F7-r9-C3-rule-grounded,F7,backend,,1,0,"F7: proposed 'backend' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 1.",no
K0233,F8-r7-C3-llm-grounded,F8,application,,1,0,"F8: proposed 'application' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 1.",no
K0234,F2-r2-C4-llm-grounded,F2,backend,,1,1,"F2: proposed 'backend' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0235,F1-r2-C1-llm-grounded,F1,database,,1,0,"F1: proposed 'database' is outside the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate']. Operator-aligned label = 1.",no
K0236,F3-r3-C2-rule-grounded,F3,app-deployment,,1,1,"F3: proposed 'app-deployment' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image'].",yes
K0237,F8-r7-C2-llm-freeform,F8,unknown,,0,0,"F8: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 0.",yes
K0238,F6-r1-C2-rule-grounded,F6,unknown,,0,0,"F6: proposed 'unknown' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 0.",yes
K0239,F1-r8-C4-rule-grounded,F1,migration-job,,1,1,"F1: proposed 'migration-job' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0240,F8-r7-C1-llm-freeform,F8,unknown,,0,0,"F8: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 0.",yes
K0241,F7-r2-C5-llm-freeform,F7,API,,0,0,"F7: proposed 'api' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0242,F8-r5-C4-rule-grounded,F8,backend,,1,1,"F8: proposed 'backend' is in the ground-truth alias set ['api', 'backend', 'svc-backend'].",yes
K0243,F2-r5-C1-llm-grounded,F2,application,,1,1,"F2: proposed 'application' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0244,F8-r10-C5-llm-freeform,F8,application,,1,0,"F8: proposed 'application' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 1.",no
K0245,F9-r3-C4-llm-grounded,F9,application,,0,0,"F9: proposed 'application' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0246,F4-r5-C2-llm-freeform,F4,unknown,,0,0,"F4: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend']. Operator-aligned label = 0.",yes
K0247,F1-r1-C4-rule-grounded,F1,migration-job,,1,1,"F1: proposed 'migration-job' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0248,F9-r4-C2-rule-grounded,F9,unknown,,0,0,"F9: proposed 'unknown' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0249,F8-r1-C5-rule-grounded,F8,backend,,1,1,"F8: proposed 'backend' is in the ground-truth alias set ['api', 'backend', 'svc-backend'].",yes
K0250,F3-r4-C2-llm-grounded,F3,Container Registry,,0,0,"F3: proposed 'container-registry' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image']. Operator-aligned label = 0.",yes
K0251,F8-r5-C3-llm-grounded,F8,application,,1,0,"F8: proposed 'application' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 1.",no
K0252,F5-r10-C2-rule-grounded,F5,unknown,,0,0,"F5: proposed 'unknown' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0253,F2-r2-C3-rule-grounded,F2,unknown,,0,0,"F2: proposed 'unknown' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend']. Operator-aligned label = 0.",yes
K0254,F7-r3-C1-llm-freeform,F7,unknown,,0,0,"F7: proposed 'unknown' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0255,F6-r7-C5-llm-freeform,F6,database migration,,0,0,"F6: proposed 'database-migration' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 0.",yes
K0256,F4-r8-C3-rule-grounded,F4,backend,,1,1,"F4: proposed 'backend' is in the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend'].",yes
K0257,F8-r1-C3-llm-grounded,F8,application,,1,0,"F8: proposed 'application' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 1.",no
K0258,F6-r8-C3-rule-grounded,F6,backend,,1,0,"F6: proposed 'backend' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 1.",no
K0259,F1-r2-C5-llm-freeform,F1,database migration,,1,1,"F1: proposed 'database-migration' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0260,F3-r5-C1-rule-grounded,F3,unknown,,0,0,"F3: proposed 'unknown' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image']. Operator-aligned label = 0.",yes
K0261,F2-r8-C2-llm-freeform,F2,backend service,,0,0,"F2: proposed 'backend-service' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend']. Operator-aligned label = 0.",yes
K0262,F10-r9-C3-llm-freeform,F10,application,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('application') is a hallucination by construction.,yes
K0263,F8-r6-C5-llm-grounded,F8,API,,1,1,"F8: proposed 'api' is in the ground-truth alias set ['api', 'backend', 'svc-backend'].",yes
K0264,F5-r1-C2-llm-grounded,F5,unknown,,0,0,"F5: proposed 'unknown' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0265,F2-r7-C5-rule-grounded,F2,migration-job,,0,0,"F2: proposed 'migration-job' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend']. Operator-aligned label = 0.",yes
K0266,F3-r5-C3-llm-grounded,F3,image registry,,0,0,"F3: proposed 'image-registry' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'container', 'deployment', 'image']. Operator-aligned label = 0.",yes
K0267,F4-r6-C5-rule-grounded,F4,backend,,1,1,"F4: proposed 'backend' is in the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend'].",yes
K0268,F5-r3-C1-llm-freeform,F5,unknown,,0,0,"F5: proposed 'unknown' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0269,F9-r6-C3-llm-grounded,F9,application,,0,0,"F9: proposed 'application' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0270,F10-r3-C5-llm-grounded,F10,e2e tests,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('e2e-tests') is a hallucination by construction.,yes
K0271,F7-r1-C2-rule-grounded,F7,unknown,,0,0,"F7: proposed 'unknown' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0272,F1-r2-C1-rule-grounded,F1,migration-job,,1,1,"F1: proposed 'migration-job' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0273,F8-r9-C4-llm-freeform,F8,backend application (app.py),,0,0,"F8: proposed 'backend-application-(app.py)' is outside the ground-truth alias set ['api', 'backend', 'svc-backend']. Operator-aligned label = 0.",yes
K0274,F7-r8-C5-llm-grounded,F7,API,,0,0,"F7: proposed 'api' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 0.",yes
K0275,F1-r3-C4-llm-grounded,F1,database migration,,1,1,"F1: proposed 'database-migration' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0276,F10-r2-C3-rule-grounded,F10,backend,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('backend') is a hallucination by construction.,yes
K0277,F10-r10-C1-llm-freeform,F10,unknown,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('unknown') is a hallucination by construction.,yes
